code_departement,code_canton,libelle_canton,nom,prenom,genre,date_naissance,code_CSP,fonction,age
45,4520,Saint-Jean-Le-Blanc,BELLAIS,Laurence,F,1963-05-08,23,3ème Vice-président du conseil départemental,63
45,4520,Saint-Jean-Le-Blanc,MALBO,Gérard,M,1950-06-21,74,,76
45,4521,Sully-Sur-Loire,RABOURDIN,Nathalie,F,1979-05-10,31,,47
45,4521,Sully-Sur-Loire,RIGLET,Jean-Luc,M,1962-09-24,74,4ème Vice-président du conseil départemental,63
46,4601,Cahors-1,HILT,Martine,F,1950-04-20,74,,76
46,4601,Cahors-1,MARRE,Denis,M,1946-02-11,74,,80
46,4602,Cahors-2,ARNAUDET,Véronique,F,1962-11-30,85,,63
46,4602,Cahors-2,TESTA,Francesco,M,1960-11-02,74,,65
46,4603,Cahors-3,BOUILLAGUET,Vincent,M,1960-07-20,74,,66
46,4603,Cahors-3,GINESTET,Nelly,F,1969-07-19,46,1er Vice-président du conseil départemental,57
46,4604,Causse Et Bouriane,RIGAL,Serge,M,1957-02-06,86,Président du conseil départemental,69
46,4604,Causse Et Bouriane,VACOSSIN,Amélie,F,1983-11-07,22,,42
46,4605,Causse Et Vallées,DECREMPS,Frédéric,M,1977-09-29,11,,48
46,4605,Causse Et Vallées,LAPERGUE,Françoise,F,1953-12-15,77,,72
46,4606,Cère Et Ségala,DELANDE CATTIAUX,Claire,F,1956-03-17,74,,70
46,4606,Cère Et Ségala,PROENÇA,Christophe,M,1966-05-31,34,,60
46,4607,Figeac-1,COLOMB,Marie-France,F,1962-09-21,33,,63
46,4607,Figeac-1,MELLINGER,André,M,1953-05-30,72,2ème Vice-président du conseil départemental,73
46,4608,Figeac-2,BALDY,Guillaume,M,1979-03-08,31,4ème Vice-président du conseil départemental,47
46,4608,Figeac-2,LAPORTERIE,Anne,F,1971-05-26,33,,55
46,4609,Gourdon,GINESTE,Frederic,M,1970-09-20,33,8ème Vice-président du conseil départemental,55
46,4609,Gourdon,LAGARDE,Edith,F,1979-12-23,34,,46
46,4610,Gramat,MEY,Caroline,F,1964-07-24,72,9ème Vice-président du conseil départemental,62
46,4610,Gramat,TERLIZZI,Alfred,M,1960-10-18,75,,65
46,4611,Lacapelle-Marival,LEWICKI,Pascal,M,1969-04-14,34,,57
46,4611,Lacapelle-Marival,PRUNET,Catherine,F,1969-02-22,45,7ème Vice-président du conseil départemental,57
46,4612,Luzech,GASTAL,Marc,M,1953-08-18,74,,72
46,4612,Luzech,MAURY,Maryse,F,1951-03-22,74,5ème Vice-président du conseil départemental,75
46,4613,Marches Du Sud-Quercy,MARIN,Dominique,M,1958-05-17,72,,68
46,4613,Marches Du Sud-Quercy,MARLAS,Catherine,F,1964-10-05,43,3ème Vice-président du conseil départemental,61
46,4614,Martel,CID,Jean-Christophe,M,1967-10-11,37,,58
46,4614,Martel,JOS,Gaëligue,F,1984-12-27,54,,41
46,4615,Puy-L'Evêque,BRANCO,Rémi,M,1984-07-20,37,6ème Vice-président du conseil départemental,42
46,4615,Puy-L'Evêque,CHASSAIN,Véronique,F,1962-10-20,52,,63
46,4616,Saint-Céré,BIZAT,Dominique,F,1958-07-02,31,,68
46,4616,Saint-Céré,JAMMES,Jean-Pierre,M,1957-10-01,77,10ème Vice-président du conseil départemental,68
46,4617,Souillac,DELPECH,Violaine,F,1970-05-25,33,,56
46,4617,Souillac,VILLEPONTOUX,Régis,M,1958-06-24,78,,68
47,4701,Agen-1,DELBREL,Christian,M,1963-01-23,74,,63
47,4701,Agen-1,MAILLARD,Clarisse,F,1964-08-12,85,,61
47,4702,Agen-2,DÉZALOS,Christian,M,1949-06-05,74,3ème Vice-président du conseil départemental,77
47,4702,Agen-2,LAMY,Laurence,F,1972-03-27,33,4ème Vice-président du conseil départemental,54
47,4703,Agen-3,CHOLLET,Pierre,M,1960-03-07,33,,66
47,4703,Agen-3,KHERKHACH,Baya,F,1978-08-02,35,,47
47,4704,Agen-4,BOURGAREL,Béatrice,F,1970-02-07,37,,56
47,4704,Agen-4,MIRANDE,Jean-Jacques,M,1955-03-15,74,,71
47,4705,L'Albret,LACOMBE,Nicolas,M,1975-04-03,34,1er Vice-président du conseil départemental,51
47,4705,L'Albret,PAILLARÈS,Marylène,F,1958-07-23,77,8ème Vice-président du conseil départemental,68
47,4706,Le Confluent,BOUSQUIER,Philippe,M,1960-03-23,74,,66
47,4706,Le Confluent,DUCOS,Laurence,F,1964-04-22,54,,62
47,4707,Les Coteaux De Guyenne,CAPELLE,Laurent,M,1971-10-30,45,,54
47,4707,Les Coteaux De Guyenne,HAURE TROCHON,Caroline,F,1960-06-02,31,,66
47,4708,Les Forêts De Gascogne,CASTILLO,Julie,F,1981-07-03,85,,45
47,4708,Les Forêts De Gascogne,DUPUY,Aymeric,M,1996-01-02,42,,30
47,4709,Le Fumélois,BORIE,Daniel,M,1959-03-23,78,9ème Vice-président du conseil départemental,67
47,4709,Le Fumélois,GARGOWITSCH,Sophie,F,1978-06-22,34,,48
47,4710,Le Haut Agenais Périgord,CALMETTE,Marcel,M,1952-08-30,71,,73
47,4710,Le Haut Agenais Périgord,GONZATO-ROQUES,Christine,F,1965-05-10,43,2ème Vice-président du conseil départemental,61
47,4711,Lavardac,BIASOTTO,Ludovic,M,1982-05-14,53,11ème Vice-président du conseil départemental,44
47,4711,Lavardac,TONIN,Valérie,F,1975-03-25,21,6ème Vice-président du conseil départemental,51
47,4712,Le Livradais,BORDERIE,Jacques,M,1954-06-30,72,,72
47,4712,Le Livradais,GRENIER,Marie-Laure,F,1969-05-16,34,,57
47,4713,Marmande-1,HOCQUELET,Joël,M,1959-09-03,72,7ème Vice-président du conseil départemental,66
47,4713,Marmande-1,MAILLOU,Emilie,F,1980-02-11,43,,46
47,4714,Marmande-2,BILIRIT,Jacques,M,1956-07-14,74,5ème Vice-président du conseil départemental,70
47,4714,Marmande-2,BORDERIE,Sophie,F,1966-03-23,43,Président du conseil départemental,60
47,4715,L'Ouest Agenais,LAURENT,Françoise,F,1950-10-14,75,,75
47,4715,L'Ouest Agenais,VO VAN,Paul,M,1969-10-26,31,,56
47,4716,Le Pays De Serres,DEVILLIERS,Arnaud,M,1976-06-03,33,,50
47,4716,Le Pays De Serres,REY,Emeline,F,1988-03-29,31,,38
47,4717,Le Sud-Est Agenais,GENOVESIO,Cécile,F,1974-10-09,37,,51
47,4717,Le Sud-Est Agenais,VERDIÉ,Yohan,M,1982-11-17,37,,43
47,4718,Tonneins,DALLIES,Vanessa,F,1978-03-16,69,,48
47,4718,Tonneins,DUFOURG,Gilbert,M,1957-05-02,71,,69
47,4719,Le Val Du Dropt,DHELIAS,Danielle,F,1968-06-01,12,10ème Vice-président du conseil départemental,58
47,4719,Le Val Du Dropt,PICARD,Alain,M,1950-06-28,75,,76
47,4720,Villeneuve-Sur-Lot-1,LAZZARINI,Bruno Pascal,M,1954-09-23,83,,71
47,4720,Villeneuve-Sur-Lot-1,SUPPI,Patricia,F,1973-06-16,52,,53
47,4721,Villeneuve-Sur-Lot-2,BOUYSSONNIE,Thomas,M,1990-12-19,31,,35
47,4721,Villeneuve-Sur-Lot-2,MESSINA-VENTADOUX,Annie,F,1961-11-25,43,12ème Vice-président du conseil départemental,64
48,4801,Peyre en Aubrac,ASTRUC,Alain,M,1953-03-12,75,,73
48,4801,Peyre en Aubrac,BREZET,Eve,F,1953-11-04,74,,72
48,4802,La Canourgue,FABRE,Valérie,F,1967-02-09,34,,59
48,4802,La Canourgue,POURQUIER,Jean-Paul,M,1950-06-17,12,1er Vice-président du conseil départemental,76
48,4803,Bourgs sur Colagne,ANDRÉ,Rémi,M,1956-07-20,75,,70
48,4803,Bourgs sur Colagne,DELMAS,Dominique,F,1964-02-23,45,,62
48,4804,Le Collet-De-Dèze,AIGOIN,Robert,M,1957-07-22,11,,69
48,4804,Le Collet-De-Dèze,COUDERC,Didier,M,1960-02-02,47,,66
48,4804,Le Collet-De-Dèze,MANOA,Michèle,F,1947-09-23,74,,78
48,4805,Florac Trois Rivières,BERTRAND,Denis,M,1947-06-23,77,3ème Vice-président du conseil départemental,79
48,4805,Florac Trois Rivières,PANTEL,Guylène,F,1963-12-14,33,,62
48,4806,Grandrieu,GIBERT,Francis,M,1962-08-04,12,5ème Vice-président du conseil départemental,63
48,4806,Grandrieu,REBOIS-CHEMIN,Valérie,F,1971-06-19,37,,55
48,4807,Langogne,BRUN,Jean-Louis,M,1964-04-03,77,,62
48,4807,Langogne,TRIOULIER,Johanne,F,1982-03-31,43,,44
48,4808,Marvejols,BREMOND,Patricia,F,1969-07-28,12,2ème Vice-président du conseil départemental,56
48,4808,Marvejols,FONTUGNE,Gilbert,M,1951-08-19,74,,74
48,4809,Mende-1,BOURGADE,Régine,F,1948-12-11,72,,77
48,4809,Mende-1,SUAU,Laurent,M,1964-08-26,74,Président du conseil départemental,61
48,4810,Mende-2,AMARGER-BRAJON,Françoise,F,1959-02-23,74,6ème Vice-président du conseil départemental,67
48,4810,Mende-2,ROBIN,François,M,1970-04-12,34,,56
48,4811,Saint-Alban-Sur-Limagnole,CORNUT,Séverine,F,1978-03-03,43,,48
48,4811,Saint-Alban-Sur-Limagnole,SAINT-LÉGER,Patrice,M,1962-06-03,31,7ème Vice-président du conseil départemental,64
48,4812,Saint-Chély-D'Apcher,HUGON,Christine,F,1959-06-28,75,4ème Vice-président du conseil départemental,67
48,4812,Saint-Chély-D'Apcher,THÉROND,Michel,M,1947-10-15,72,,78
48,4813,Saint-Etienne-Du-Valdonnez,LAFONT,Alain,M,1955-04-19,74,,71
48,4813,Saint-Etienne-Du-Valdonnez,PANTEL,Sophie,F,1971-07-27,45,,54
49,4901,Angers-1,BIENVENU,Roselyne,F,1961-09-16,37,10ème Vice-président du conseil départemental,64
49,4901,Angers-1,CAPUS,Emmanuel,M,1974-06-23,31,,52
49,4902,Angers-2,MAILLET,Véronique,F,1964-03-11,33,,62
49,4902,Angers-2,YVON,Richard,M,1973-02-04,31,,53
49,4903,Angers-3,LEBEAUPIN,Sophie,F,1976-09-24,22,,49
49,4903,Angers-3,POQUIN,Franck,M,1977-10-02,34,,48
49,4904,Angers-4,LUCAS,Florence,F,1964-08-31,86,,61
49,4904,Angers-4,ROTUREAU,Jean-Luc,M,1958-08-06,31,,67
49,4905,Angers-5,BEHRE-ROBINSON,Jeanne,F,1979-03-26,37,,47
49,4905,Angers-5,RAIMBAULT,Jean-François,M,1957-11-03,74,3ème Vice-président du conseil départemental,68
49,4906,Angers-6,GOUKASSOW,Véronique,F,1969-05-21,31,,57
49,4906,Angers-6,GUILLANT,Julien,M,1981-06-27,37,,45
49,4907,Angers-7,BLANC,Grégory,M,1980-09-01,22,,45
49,4907,Angers-7,JEANNETEAU,Elodie,F,1991-03-30,47,,35
49,4908,Beaufort-en-Anjou,CHALOPIN,Philippe,M,1963-03-07,31,1er Vice-président du conseil départemental,63
49,4908,Beaufort-en-Anjou,MARTIN,Marie-Pierre,F,1954-05-11,34,8ème Vice-président du conseil départemental,72
49,4909,Beaupréau-en-Mauges,BOURCIER,Corinne,F,1969-05-05,55,,57
49,4909,Beaupréau-en-Mauges,LEROY,Gilles,M,1961-03-23,34,11ème Vice-président du conseil départemental,65
49,4910,Chalonnes-Sur-Loire,CHESNEAU,Marie-Paule,F,1959-09-01,43,12ème Vice-président du conseil départemental,66
49,4910,Chalonnes-Sur-Loire,MAINGOT,Alain,M,1967-11-06,31,,58
49,4911,Chemillé-en-Anjou,CORBIN-MAGDA,Odile,F,1959-02-23,52,,67
49,4911,Chemillé-en-Anjou,SEMLER-COLLERY,Yann,M,1963-04-14,37,9ème Vice-président du conseil départemental,63
49,4912,Cholet-1,BRAULT,Patrice,M,1955-03-01,74,,71
49,4912,Cholet-1,DABIN,Florence,F,1979-03-27,34,Président du conseil départemental,47
49,4913,Cholet-2,POUPET BOURDOULEIX,Natacha,F,1970-11-06,85,,55
49,4913,Cholet-2,TESTARD,Xavier,M,1961-09-03,74,7ème Vice-président du conseil départemental,64
49,4914,Doué-en-Anjou,CHEPTOU,Bruno,M,1965-10-06,47,,60
49,4914,Doué-en-Anjou,MARTIN,Jocelyne,F,1960-11-22,33,,65
49,4915,Longué-Jumelles,BERTIN,Guy,M,1967-10-15,34,,58
49,4915,Longué-Jumelles,DEVAUX,Isabelle,F,1963-06-25,85,,63
49,4916,Mauges-sur-Loire,BRAY,Aline,F,1966-03-07,85,,60
49,4916,Mauges-sur-Loire,PITON,Gilles,M,1955-01-14,37,,71
49,4917,Les Ponts-De-Cé,GUIBERT,Vincent,M,1971-08-12,34,,54
49,4918,Sèvremoine,CESBRON,Richard,M,1977-03-09,34,,49
49,4918,Sèvremoine,DE BEAUREGARD,Aglaé,F,1970-08-26,23,,55
49,4919,Saumur,DAMAS,Françoise,F,1951-03-16,33,6ème Vice-président du conseil départemental,75
49,4919,Saumur,ROUSSEAU,Didier,M,1961-07-22,71,,65
49,4920,Segré-en-Anjou Bleu,GRIMAUD,Gilles,M,1946-03-29,75,,80
49,4920,Segré-en-Anjou Bleu,HAMARD,Marie-Josèphe,F,1956-08-17,77,2ème Vice-président du conseil départemental,69
49,4921,Tiercé,BRICHET,Régine,F,1957-03-07,74,4ème Vice-président du conseil départemental,69
49,4921,Tiercé,MUHAMMAD,Nooruddine,M,1969-08-10,31,,56
50,5001,Agon-Coutainville,BOUYER-MAUPAS,Isabelle,F,1963-05-06,86,,63
50,5001,Agon-Coutainville,PILLON,Damien,M,1954-02-12,74,,72
50,5002,Avranches,BRUNAUD-RHYN,Catherine,F,1963-12-20,37,2ème Vice-président du conseil départemental,62
50,5002,Avranches,DELAUNAY,Antoine,M,1974-07-21,33,,52
50,5003,Bréhal,COUPEL-BEAUFILS,Valérie,F,1977-12-04,45,,48
50,5003,Bréhal,NAVARRET,Alain,M,1964-02-21,31,9ème Vice-président du conseil départemental,62
50,5004,Bricquebec-en-Cotentin,BRIENS,Eric,M,1964-09-28,38,,61
50,5004,Bricquebec-en-Cotentin,MARTIN-MORVAN,Véronique,F,1966-07-20,31,,60
50,5005,Carentan-les-Marais,LE GOFF,Maryse,F,1955-05-04,77,,71
50,5005,Carentan-les-Marais,MARIE,Hervé,M,1966-09-12,12,,59
50,5006,Cherbourg-en-Cotentin-1,BELLÉE,Emmanuelle,F,1970-03-24,85,,56
50,5006,Cherbourg-en-Cotentin-1,LEJEUNE,Pierre-François,M,1991-02-20,43,,35
50,5007,Cherbourg-en-Cotentin-2,DUVAL,Karine,F,1970-07-04,42,,56
50,5007,Cherbourg-en-Cotentin-2,LETOUZÉ,Thierry,M,1969-10-24,48,,56
50,5008,Cherbourg-en-Cotentin-3,FONTAINE,Isabelle,F,1967-11-19,85,,58
50,5008,Cherbourg-en-Cotentin-3,FORTIN LARIVIÈRE,Axel,M,1970-08-28,38,7ème Vice-président du conseil départemental,55
50,5009,Condé-Sur-Vire,DE BEAUCOUDREY,Michel,M,1960-12-13,31,,65
50,5009,Condé-Sur-Vire,FAUVEL,Marie-Pierre,F,1960-10-28,48,,65
50,5010,Coutances,GALBADON,Grégory,M,1973-01-21,85,,53
50,5010,Coutances,LARBI,Sonia,F,1981-06-20,53,,45
50,5011,Créances,COLLETTE,Hedwige,F,1954-05-22,74,,72
50,5011,Créances,MORIN,Jean,M,1955-05-21,75,Président du conseil départemental,71
50,5012,Cherbourg-en-Cotentin-4,HÉBERT,Dominique,M,1967-09-15,47,,58
50,5012,Cherbourg-en-Cotentin-4,LEFAIX-VÉRON,Odile,F,1963-06-25,48,,63
50,5013,Granville,GÂTÉ,Sylvie,F,1968-05-26,12,4ème Vice-président du conseil départemental,58
50,5013,Granville,TAILLEBOIS,Yvan,M,1978-05-03,53,,48
50,5014,La Hague,FRIGOUT,Jean-Marc,M,1965-11-20,31,,60
50,5014,La Hague,MADEC,Nathalie,F,1963-06-18,43,,63
50,5015,Isigny-Le-Buat,ESNOUF,Franck,M,1973-09-17,33,,52
50,5015,Isigny-Le-Buat,ORVAIN,Jessie,F,1974-11-14,12,,51
50,5016,Le Mortainais,BRIONNE,Lydie,F,1971-01-09,12,,55
50,5016,Le Mortainais,DESSEROUER,Hervé,M,1953-07-02,74,,73
50,5017,Les Pieux,BOURY,Frédérique,F,1964-06-22,37,,62
50,5017,Les Pieux,FIDELIN,Benoît,M,1956-11-11,74,,69
50,5018,Pont-Hébert,BRAUD,Jean-Claude,M,1948-08-02,72,,77
50,5018,Pont-Hébert,GODARD,Nicole,F,1953-03-15,74,6ème Vice-président du conseil départemental,73
50,5019,Pontorson,DENOT,André,M,1950-09-08,74,,75
50,5019,Pontorson,NOUVEL,Valérie,F,1970-03-19,38,10ème Vice-président du conseil départemental,56
50,5020,Quettreville-Sur-Sienne,AGNES,Hervé,M,1967-04-09,22,,59
50,5020,Quettreville-Sur-Sienne,LEDOUX,Dany,F,1976-06-06,31,,50
50,5021,Saint-Hilaire-Du-Harcouët,BOUVET,Jacky,M,1965-02-04,48,1er Vice-président du conseil départemental,61
50,5021,Saint-Hilaire-Du-Harcouët,GRASSET,Carine,F,1976-07-20,42,,50
50,5022,Saint-Lô-1,GOSSELIN,Philippe,M,1966-10-23,34,,59
50,5022,Saint-Lô-1,HOMMET,Adèle,F,1985-06-23,21,8ème Vice-président du conseil départemental,41
50,5023,Saint-Lô-2,BOISGERAULT,Brigitte,F,1955-07-04,75,,71
50,5023,Saint-Lô-2,LEBEHOT,Jean-Marie,M,1966-06-04,37,,60
50,5024,Cherbourg-en-Cotentin-5,COUPÉ,Stéphanie,F,1974-06-09,34,,52
50,5024,Cherbourg-en-Cotentin-5,LELONG,Gilles,M,1959-12-09,77,,66
50,5025,Valognes,CASTELEIN,Christèle,F,1967-11-30,46,,58
50,5025,Valognes,COQUELIN,Jacques,M,1955-11-22,74,3ème Vice-président du conseil départemental,70
50,5026,Val-De-Saire,DENIS,Daniel,M,1961-06-22,85,,65
50,5026,Val-De-Saire,LÉGER-LEPAYSANT,Brigitte,F,1960-10-31,74,,65
50,5027,Villedieu-les-Poêles-Rouffigny,LEMOINE,Martine,F,1951-01-22,75,,75
50,5027,Villedieu-les-Poêles-Rouffigny,VARIN,Charly,M,1980-04-11,33,,46
51,5101,Argonne Suippe Et Vesle,BUSSY,Thierry,M,1963-08-11,13,,62
51,5101,Argonne Suippe Et Vesle,MORAND,Valérie,F,1967-06-26,22,,59
51,5102,Bourgogne-Fresne,DORGUEILLE,Monique,F,1948-04-09,42,1er Vice-président du conseil départemental,78
51,5102,Bourgogne-Fresne,KARIGER,Eric,M,1964-10-23,37,,61
51,5103,Châlons-En-Champagne-1,NAMUR,Rudy,M,1980-04-26,33,,46
51,5103,Châlons-En-Champagne-1,TAAM,Khira,F,1969-06-22,46,,57
51,5104,Châlons-En-Champagne-2,GALICHER,Sabine,F,1969-01-06,43,,57
51,5104,Châlons-En-Champagne-2,JANSON,Guy,M,1956-02-24,23,,70
51,5105,Châlons-En-Champagne-3,SCHULTHESS,Frédérique,F,1961-06-08,43,,65
51,5105,Châlons-En-Champagne-3,VALENTIN,Julien,M,1979-01-16,12,8ème Vice-président du conseil départemental,47
51,5106,Dormans-Paysages De Champagne,BRUYEN,Christian,M,1959-03-30,42,,67
51,5106,Dormans-Paysages De Champagne,VUIBLET,Maryline,F,1964-05-26,48,11ème Vice-président du conseil départemental,62
51,5107,Epernay-1,RODRIGUES,Jonathan,M,1982-04-18,33,,44
51,5107,Epernay-1,RONDELLI-LUC,Véronique,F,1971-07-26,43,,54
51,5108,Epernay-2,BOUTILLAT,Martine,F,1951-03-04,12,13ème Vice-président du conseil départemental,75
51,5108,Epernay-2,MOITTIÉ,Benoît,M,1975-05-05,31,,51
51,5109,Fismes-Montagne De Reims,CONREAU,Cécile,F,1971-02-14,12,,55
51,5109,Fismes-Montagne De Reims,SALMON,Philippe,M,1952-05-03,74,,74
51,5110,Mourmelon-Vesle Et Monts De Champagne,GÉRARD-MAIZIERES,Sylvie,F,1961-05-25,71,9ème Vice-président du conseil départemental,65
51,5110,Mourmelon-Vesle Et Monts De Champagne,SCHWEIN,Alphonse,M,1952-08-26,71,,73
51,5111,Reims-1,LANG,Stéphane,M,1971-04-12,21,,55
51,5111,Reims-1,LEVY,Fanny,F,1973-12-27,37,,52
51,5112,Reims-2,FRANZIN,Christine,F,1960-03-26,54,,66
51,5112,Reims-2,GACHET,Claude,M,1952-11-01,74,,73
51,5113,Reims-3,DUNTZE,Kim,F,1978-02-07,37,,48
51,5113,Reims-3,GERMAIN,Charles,M,1983-12-07,22,,42
51,5114,Reims-4,FORTUNÉ,Jean-Pierre,M,1955-08-05,74,2ème Vice-président du conseil départemental,70
51,5114,Reims-4,SYGUT,Juliette,F,1974-06-25,31,,52
51,5115,Reims-5,BLANCHARD,Raphaël,M,1991-07-08,85,12ème Vice-président du conseil départemental,35
51,5115,Reims-5,SIMONET,Marie-Thérèse,F,1954-02-25,75,,72
51,5116,Reims-6,DEPAQUY,Marie,F,1973-09-13,43,5ème Vice-président du conseil départemental,52
51,5116,Reims-6,ROSSI,Mario,M,1957-12-10,74,4ème Vice-président du conseil départemental,68
51,5117,Reims-7,DA FONTE,Amélie,F,1973-05-17,55,,53
51,5117,Reims-7,VERSTRAËTE,Vincent,M,1977-09-20,37,6ème Vice-président du conseil départemental,48
51,5118,Reims-8,GABET,Marie-Noëlle,F,1951-01-15,42,,75
51,5118,Reims-8,MARX,Jean,M,1945-08-21,74,,80
51,5119,Reims-9,PICOT,Marie-Thérèse,F,1962-12-09,43,,63
51,5119,Reims-9,ROZE,Jean-Marc,M,1948-12-10,72,Président du conseil départemental,77
51,5120,Sermaize-Les-Bains,DE COURSON,Charles,M,1952-04-02,74,,74
51,5120,Sermaize-Les-Bains,LOISELET,Florence,F,1963-11-15,34,,62
51,5121,Sézanne-Brie Et Champagne,BERAT,Danielle,F,1957-11-05,77,7ème Vice-président du conseil départemental,68
51,5121,Sézanne-Brie Et Champagne,LAURENT,Cyril,M,1987-10-16,33,,38
51,5122,Vertus-Plaine Champenoise,COULON-GONZALEZ,Annie,F,1969-11-07,85,3ème Vice-président du conseil départemental,56
51,5122,Vertus-Plaine Champenoise,DESAUTELS,Pascal,M,1961-03-09,12,10ème Vice-président du conseil départemental,65
51,5123,Vitry-Le-François-Champagne Et Der,HANSE,Brigitte,F,1955-03-13,77,,71
51,5123,Vitry-Le-François-Champagne Et Der,MIRGODIN,Sébastien,M,1992-11-24,37,,33
52,5201,Bologne,FISCHER PATRIAT,Brigitte,F,1964-06-02,12,,62
52,5201,Bologne,LACROIX,Nicolas,M,1976-01-18,85,Président du conseil départemental,50
52,5202,Bourbonne-Les-Bains,DENIS,Sylviane,F,1949-09-29,75,,76
52,5202,Bourbonne-Les-Bains,PERRIOT,Elie,M,1969-09-10,21,,56
52,5203,Chalindrey,GENDROT,Bernard,M,1953-05-11,72,2ème Vice-président du conseil départemental,73
52,5203,Chalindrey,MICHEL,Véronique,F,1956-08-25,75,,69
52,5204,Châteauvillain,LAVOCAT,Marie-Claude,F,1949-09-04,72,,76
52,5204,Châteauvillain,MARTINELLI,Stéphane,M,1972-02-21,45,4ème Vice-président du conseil départemental,54
52,5205,Chaumont-1,COLOMBO,Karine,F,1976-06-24,42,,50
52,5205,Chaumont-1,GROSLAMBERT,Gérard,M,1947-01-14,74,,79
52,5206,Chaumont-2,BRASSEUR,Céline,F,1967-01-24,38,5ème Vice-président du conseil départemental,59
52,5206,Chaumont-2,FOURNIÉ,Paul,M,1985-12-03,34,,40
52,5207,Chaumont-3,PAZDZIOR-VIGNERON,Catherine,F,1962-11-30,43,,63
52,5207,Chaumont-3,VIARD,Patrick,M,1955-04-07,74,,71
52,5208,Eurville-Bienville,MERCIER,Dominique,M,1965-04-01,75,,61
52,5208,Eurville-Bienville,PARISON,Marie-Laure,F,1983-03-13,54,,43
52,5209,Joinville,DI TULLIO,Astrid,F,1969-09-20,34,,56
52,5209,Joinville,OLLIVIER,Bertrand,M,1967-08-08,37,,58
52,5210,Langres,THIEBAUD,Dominique,M,1962-08-31,74,,63
52,5210,Langres,VIARD,Dominique,F,1969-10-12,21,7ème Vice-président du conseil départemental,56
52,5211,Nogent,ANDRÉ,Michel,M,1957-10-16,71,,68
52,5211,Nogent,NÉDÉLEC,Anne-Marie,F,1953-05-23,74,,73
52,5212,Poissons,SCHOLLHAMMER,Fabienne,F,1966-09-07,42,,59
52,5212,Poissons,THIERIOT,Damien,M,1973-12-11,47,,52
52,5213,Saint-Dizier-1,KARAKULA,Michel,M,1958-04-02,53,,68
52,5214,Saint-Dizier-2,GUINOISEAU,Domithile,F,1965-04-23,56,,61
52,5214,Saint-Dizier-2,RAIMBAULT,Franck,M,1968-07-28,34,,57
52,5215,Saint-Dizier-3,BLANC,Rachel,F,1971-07-24,74,3ème Vice-président du conseil départemental,55
52,5215,Saint-Dizier-3,KAHLAL,Mokhtar,M,1978-05-14,33,8ème Vice-président du conseil départemental,48
52,5216,Villegusien-Le-Lac,CARTAGENA,Magali,F,1970-05-17,85,,56
52,5216,Villegusien-Le-Lac,RABIET,Jean-Michel,M,1965-07-15,12,,61
52,5217,Wassy,GOUVERNEUR,Laurent,M,1963-08-14,42,6ème Vice-président du conseil départemental,62
52,5217,Wassy,LEDUC,Anne,F,1962-01-09,43,,64
53,5301,Château-Gontier-sur-Mayenne-1,DE VALICOURT,Dominique,F,1968-04-05,22,,58
53,5301,Château-Gontier-sur-Mayenne-1,LION,Benoît,M,1978-01-01,33,,48
53,5302,Bonchamp-Lès-Laval,POISSON,Gwénaël,M,1963-08-13,42,4ème Vice-président du conseil départemental,62
53,5302,Bonchamp-Lès-Laval,VIELLE,Sylvie,F,1969-03-14,85,9ème Vice-président du conseil départemental,57
53,5303,Château-Gontier-sur-Mayenne-2,MAHIER,Aurélie,F,1978-12-29,54,,47
53,5303,Château-Gontier-sur-Mayenne-2,SAULNIER,Vincent,M,1970-05-10,45,2ème Vice-président du conseil départemental,56
53,5304,Cossé-Le-Vivien,DOINEAU,Elisabeth,F,1961-04-07,86,,65
53,5304,Cossé-Le-Vivien,LANGOUET,Christophe,M,1965-08-28,37,,60
53,5305,Ernée,ARCANGER,Jacqueline,F,1956-02-04,72,5ème Vice-président du conseil départemental,70
53,5305,Ernée,TARLEVE,Claude,M,1950-08-10,71,10ème Vice-président du conseil départemental,75
53,5306,Evron,BALANDRAUD,Joël,M,1975-03-21,31,8ème Vice-président du conseil départemental,51
53,5306,Evron,GALLOYER,Sandrine,F,1975-06-11,37,,51
53,5307,Gorron,ALLAIN,Jean-Marc,M,1955-06-25,31,,71
53,5307,Gorron,DUCHEMIN,Françoise,F,1962-12-07,71,,63
53,5308,L'Huisserie,BRIAND,Christian,M,1954-08-15,74,,71
53,5308,L'Huisserie,DUBOIS,Christine,F,1961-01-13,75,,65
53,5309,Lassay-Les-Châteaux,D'ARGENTRÉ,Magali,F,1970-06-28,85,,56
53,5310,Laval-1,CAPLAN,Antoine,M,1982-08-26,37,,43
53,5310,Laval-1,DAVOUST,Nadège,F,1973-09-14,34,,52
53,5311,Laval-2,LE MEE CLAVREUL,Marie-Laure,F,1975-07-16,34,,51
53,5311,Laval-2,LEROYER,Antoine,M,1993-12-10,43,,32
53,5312,Laval-3,BERTIER,Bruno,M,1966-08-21,37,,59
53,5312,Laval-3,PETRON,Camille,F,1990-02-06,38,,36
53,5313,Loiron-Ruillé,BOUILLON,Nicole,F,1948-07-03,72,1er Vice-président du conseil départemental,78
53,5313,Loiron-Ruillé,MICHEL,Louis,M,1952-04-24,71,,74
53,5314,Mayenne,LEFOULON,Stéphanie,F,1977-10-31,43,,48
53,5314,Mayenne,VALPREMIT,Antoine,M,1975-12-25,34,,50
